"Accept_Date"	"Business_Name"	"Start_Date"	"License_Type"	"Activity_Code_1"	"Activity_Code_2"	"Activity_Code_3"	"NAICS_Code"	"Owner_Type"	"Street_Number"	"Street_Direction"	"Street_Name"	"Street_Suffix"	"Suite.Apt_No."	"City"	"State"	"Zip_Code"	"Phone"	"N_U_Q"	"start_to_approved"	"lon"	"lat"
"1652"	"2011-07-06"	"ARENAS PLUMBING LLC"	"2011-07-01"	"PLL"	15	99	NA	238220	"LLC"	2761	"W"	"DOVE"	"RD"	NA	"TUCSON"	"AZ"	"85746"	NA	"N"	5	-111.025982	32.145344
"1653"	"2011-07-06"	"BRING'S MEMORIAL CHAPEL"	"2011-04-15"	"PLL"	17	99	NA	812210	"LLC"	236	"S"	"SCOTT"	"AV"	NA	"TUCSON"	"AZ"	"85701"	NA	"N"	82	-110.969933	32.218682
"1654"	"2011-07-06"	"CATHY'S ACCESSORIES LLC"	"2011-05-17"	"PLL"	17	99	NA	448150	"LLC"	1450	"W"	"GUADALUPE"	"RD"	"STE 109"	"GILBERT"	"AZ"	"85233"	NA	"N"	50	-111.8217263	33.3647605
"1655"	"2011-07-06"	"ALFONSO LOPEZ FINANCIAL SERVICE LLC"	"2011-05-02"	"SVL"	99	NA	NA	523930	"LLC"	505	"W"	"AJO"	"WAY"	NA	"TUCSON"	"AZ"	"85714"	NA	"N"	65	-110.976269	32.177534
"1656"	"2011-07-06"	"VOLLEYBALL CLUB DINAMO-ARIZONA"	"2011-04-01"	"SVL"	99	NA	NA	611519	"LLC"	2509	"E"	"4TH"	"ST"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	96	-110.934992	32.230796
"1657"	"2011-07-06"	"ALEXANDER BUILDING COMPANY INC"	"2011-07-01"	"PLL"	15	99	NA	236220	"CRP"	5110	"N"	"44TH"	"ST"	"109"	"PHOENIX"	"AZ"	"85018"	NA	"N"	5	-111.9870934	33.5114762
"1658"	"2011-07-06"	"NEW DESTINATIONS"	"2011-05-01"	"SVL"	99	NA	NA	541612	"SOL"	1947	"W"	"THUNDER"	"RD"	NA	"VAIL"	"AZ"	"85641"	NA	"N"	66	-110.814678	31.971244
"1659"	"2011-07-06"	"SONORAN AIR INC"	"2011-07-01"	"PLL"	15	NA	NA	238220	"CRP"	2225	"W"	"WHISPERING WIND"	"DR"	"#108"	"PHOENIX"	"AZ"	"85085"	6235819555	"N"	5	-112.1073721	33.7103563
"1660"	"2011-07-06"	"TREE HOUSE DESIGN GROUP LLC"	"2011-01-18"	"PLL"	17	99	NA	541410	"LLC"	207	"E"	"UNIVERSITY"	"BL"	NA	"TUCSON"	"AZ"	"85705"	5209039703	"N"	169	-110.968193	32.231953
"1661"	"2011-07-06"	"CITRO CHIROPRACTIC"	"2009-01-20"	"SVL"	99	NA	NA	621310	"LLC"	1902	"N"	"CLOVERLAND"	"AV"	NA	"TUCSON"	"AZ"	"85712"	NA	"N"	897	-110.880582	32.245207
"1662"	"2011-07-06"	"VICTORIA PAULETTE PARKER-CHAVEZ"	"2011-06-30"	"SVL"	99	98	NA	711510	"SOL"	244	"W"	"KELSO"	"ST"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	6	-110.975548	32.256018
"1663"	"2011-07-06"	"IRONKEY INC"	"2010-09-30"	"PLL"	17	99	NA	454111	"CRP"	600	"W"	"CALIFORNIA"	"AVE"	NA	"SUNNYVALE"	"CA"	"94087"	4087374347	"N"	279	-122.03559	37.3820513
"1664"	"2011-07-06"	"COWBURN AND MCKASSON REVOC LIVING TRUST"	"2011-01-01"	"PLL"	13	99	NA	531120	"TRT"	313	"N"	"CAMINO DEL NORTE"	NA	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	186	-110.912014	32.225747
"1665"	"2011-07-06"	"BLACK & VEATCH CORPORATION"	"2011-01-01"	"SVL"	NA	NA	NA	NA	"CRP"	11401	NA	"LAMAR"	"AV"	NA	"OVERLAND PARK"	"KS"	"66211"	9134582000	"N"	186	-94.6559204	38.9245145
"1666"	"2011-07-06"	"ARIZONA BLIND & SUPPLY"	"2011-07-01"	"PLL"	17	99	NA	442291	"SOL"	1830	"E"	"BROADWAY"	"BL"	"134"	"TUCSON"	"AZ"	"85719"	NA	"N"	5	-110.9444808	32.2206645
"1667"	"2011-07-06"	"G & K SERVICES CO"	"2011-04-01"	"PLL"	17	99	NA	448190	"CRP"	5995	NA	"OPUS"	"PKWY"	NA	"MINNETONKA"	"MN"	"55343"	9529125798	"N"	96	-93.4053725	44.896402
"1668"	"2011-07-06"	"ROBSON ASSOCIATES LLC"	"2011-01-01"	"SVL"	98	NA	NA	531110	"LLC"	13236	"N"	"7TH"	"ST"	"su 4-268"	"PHOENIX"	"AZ"	"85022"	6024413011	"N"	186	-112.0642489	33.4914856
"1669"	"2011-07-06"	"RUSSIAN RADIANT OF ARIZONA"	"2011-09-01"	"PLL"	NA	NA	NA	NA	"SOL"	3301	"E"	"EARLL"	"DR"	"#121"	"PHOENIX"	"AZ"	"85018"	6026670632	"N"	-57	-112.010321	33.48386
"1670"	"2011-07-06"	"SEAMLESS SERVICES, INC"	"2011-05-01"	"PLL"	15	NA	NA	236220	"CRP"	222	"S"	"DATE"	"ST"	NA	"MESA"	"AZ"	"85210"	4809641052	"N"	66	-111.844627	33.410495
"1671"	"2011-07-06"	"PROTECT YOURSELF SURVEILLANCE EQUIPMENT"	"2011-07-01"	"PLL"	17	99	NA	481111	"SOL"	64	"N"	"EUCLID"	"AV"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	5	-110.95924	32.222161
"1672"	"2011-07-06"	"HOUSTON PARTNERS INTERNATIONAL"	"2011-05-02"	"SVL"	NA	NA	NA	NA	"CRP"	15508	"W"	"BELL"	"RD"	"101-247"	"SURPRISE"	"AZ"	"85374"	NA	"N"	65	-112.3585166	33.6394629
"1673"	"2011-07-06"	"POLARIS SALES INC."	"2011-06-27"	"SVL"	99	NA	NA	441310	"CRP"	0	NA	"PO BOX 867"	NA	NA	"MONSEY"	"NE"	"10952"	NA	"N"	9	-74.062016	41.1160743
"1674"	"2011-07-06"	"DYNAMITE CARWASH"	"2011-08-15"	"SVL"	NA	NA	NA	NA	"LLC"	2870	"N"	"SWAN"	"RD"	NA	"TUCSON"	"AZ"	"85712"	5203259600	"N"	-40	-110.8920429	32.2594629
"1675"	"2011-07-06"	"BRINGS MEMORIAL CHAPEL"	"2011-04-15"	"PLL"	17	99	NA	812210	"LLC"	400	"N"	"ASHLEY"	"DR"	"1900"	"TAMPA"	"FL"	"33602"	8135944681	"N"	82	-82.4604179	27.9474798
"1676"	"2011-07-06"	"BRING'S BROADWAY CHAPEL"	"2011-04-15"	"PLL"	17	99	NA	812210	"LLC"	400	"N"	"ASHLEY"	"DR"	"1900"	"TAMPA"	"FL"	"33602"	8132254676	"N"	82	-82.4604179	27.9474798
"1677"	"2011-07-06"	"CRUISE PLANNERS TUC"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"SOL"	3514	"S"	"DESERT PROMENADE"	"RD"	NA	"TUCSON"	"AZ"	"85735"	NA	"N"	5	-111.090598	32.180726
"1678"	"2011-07-06"	"PRIMA COMMERCIAL CLEANING"	"2011-05-05"	"SVL"	NA	NA	NA	NA	"SOL"	5454	"N"	"ARROYO GRANDE"	NA	NA	"TUCSON"	"AZ"	"85718"	5202991041	"N"	62	-110.891388	32.305585
"1679"	"2011-07-06"	"TM CONSULTING INTERNATIONAL"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"SOL"	11	"E"	"ORANGE GROVE"	"RD"	"827"	"TUCSON"	"AZ"	"85704"	NA	"N"	5	-110.971642	32.324848
"1680"	"2011-07-06"	"JB LIVERY TRANS LLC"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"LLC"	6045	"N"	"WILD BUTTERCUP"	"LN"	NA	"TUCSON"	"AZ"	"85743"	NA	"N"	5	-111.195175	32.314499
"1681"	"2011-07-06"	"EASTSIDE RODZ"	"2011-07-11"	"PLL"	NA	NA	NA	NA	"SOL"	5013	"E"	"29TH"	"ST"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	-5	-110.8861934	32.199725
"1682"	"2011-07-06"	"ELSIE'S CHRISTMAS"	"2011-07-01"	"PLL"	17	99	NA	454390	"SOL"	8464	"E"	"WILDCAT"	"DR"	NA	"TUCSON"	"AZ"	"85730"	NA	"N"	5	-110.81183	32.190352
"1683"	"2011-07-06"	"SOUL TO SOLE REFLEXOLOGY MASSAGE"	"2011-07-07"	"SVL"	NA	NA	NA	NA	"LLC"	6659	"E"	"JULIA"	"ST"	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	-1	-110.850037	32.216845
"1684"	"2011-07-06"	"ABOVE & BEYOND CLEANING"	"2011-05-01"	"SVL"	NA	NA	NA	NA	"PRT"	5920	"W"	"CAMINO DE MANANA"	NA	NA	"TUCSON"	"AZ"	"85742"	NA	"N"	66	-111.0775056	32.4048301
"1685"	"2011-07-06"	"CORONADO PLAZA"	"2011-01-01"	"PLL"	13	99	NA	531120	"PRT"	3900	"E"	"VIA PALOMITA"	NA	NA	"TUCSON"	"AZ"	"85718"	5205771000	"N"	186	-110.910498	32.312805
"1686"	"2011-07-06"	"FREEWAY ASSOCIATES"	"2011-01-01"	"PLL"	13	99	NA	531120	"PRT"	3900	"E"	"VIA PALOMITA"	NA	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	186	-110.910498	32.312805
"1687"	"2011-07-06"	"T-TOWN HOOKAH & SMOKE SHOP LLC"	"2011-07-01"	"PLL"	17	99	NA	453991	"LLC"	4560	"S"	"6TH"	"AV"	NA	"TUCSON"	"AZ"	"85714"	NA	"N"	5	-110.9683063	32.1681386
"1688"	"2011-07-06"	"PROJECT STAFFING INTERNATIONAL LLC"	"2011-07-01"	"SVL"	99	98	NA	561311	"LLC"	5055	"E"	"BROADWAY"	"BL"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	5	-110.8842186	32.2222837
"1689"	"2011-07-06"	"ACCOUNTING & TAX MANAGEMENT INC"	"2009-09-01"	"SVL"	NA	NA	NA	NA	"CRP"	7816	"E"	"ELK CREEK"	"RD"	NA	"TUCSON"	"AZ"	"85750"	NA	"N"	673	-110.82577	32.307523
"1690"	"2011-07-06"	"DESERT CARS"	"2011-01-01"	"PLL"	17	99	NA	441310	"LLC"	2853	"N"	"STONE"	"AVE"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	186	-110.972335	32.259171
"1691"	"2011-07-06"	"LA BELLA CAFE LLC"	"2011-05-01"	"PLL"	11	99	NA	722110	"LLC"	110	"S"	"CHURCH"	"AV"	"4194"	"TUCSON"	"AZ"	"85701"	NA	"N"	66	-110.9727694	32.2206467
"1692"	"2011-07-06"	"WILDCAT DRIVE THRU LIQUORS"	"2011-07-01"	"PLL"	17	99	NA	445310	"CRP"	1202	"N"	"STONE"	"AV"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	5	-110.9715193	32.2373633
"1693"	"2011-07-06"	"BOOL ENTERPRISES INC"	"2011-01-01"	"PLL"	17	99	NA	454210	"CRP"	1842	"S"	"AVENIDA URSA"	NA	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	186	-110.846338	32.199277
"1694"	"2011-07-06"	"ALL IN ONE SERVICE"	"2011-07-01"	"PLL"	17	99	NA	236118	"SOL"	2061	"W"	"SILVER GRASS"	"PL"	NA	"TUCSON"	"AZ"	"85754"	NA	"N"	5	-111.010967	32.260903
"1695"	"2011-07-06"	"ELECTRICAL RELIABILITY SERVICES INC"	"2011-05-01"	"PLL"	15	NA	NA	238210	"CRP"	610	NA	"EXECUTIVE CAMPPPUS"	"DR"	NA	"WESTERVILLE"	"OH"	"43082"	6144108400	"N"	66	-82.948001	40.143048
"1696"	"2011-07-06"	"BERG DRYWALL LLC"	"2011-05-01"	"PLL"	15	NA	NA	238310	"LLC"	118	NA	"PEAVEY"	"CI"	NA	"CHASKA"	"MN"	"55318"	9524483130	"N"	66	-93.599555	44.838831
"1697"	"2011-07-06"	"CANOPY SIDEWALLS DOT NET"	"2011-04-22"	"PLL"	17	99	NA	315212	"SOL"	1202	"W"	"MIRACLE MILE"	NA	"# 106"	"TUCSON"	"AZ"	"85705"	5206248577	"N"	75	-110.9920433	32.2637266
"1698"	"2011-07-06"	"SWISSHANDS"	"2011-01-01"	"SVL"	NA	NA	NA	NA	"CRP"	9561	"E"	"PROSPECT"	"LN"	NA	"TUCSON"	"AZ"	"85749"	5202411277	"N"	186	-110.787362	32.284587
"1699"	"2011-07-06"	"CINDER BLOCK TOURING LLC"	"2011-01-01"	"PLL"	17	NA	NA	448140	"LLC"	7677	NA	"OAKPORT"	"ST"	"STE 1140"	"OAKLAND"	"CA"	"94621"	5109511333	"N"	186	-122.2032888	37.746982
"1700"	"2011-07-06"	"BLEVINS INC"	"2011-06-01"	"PLL"	17	NA	NA	423990	"CRP"	421	NA	"HART"	"LN"	NA	"NASHVILLE"	"TN"	"37216"	6152266453	"N"	35	-86.7449124	36.2185378
"1701"	"2011-07-06"	"INTERCALL INC"	"2011-05-01"	"PLL"	99	NA	NA	532490	"CRP"	11808	NA	"MIRACLE HILLS"	"DR"	NA	"OMAHA"	"NE"	"68154"	NA	"N"	66	-96.097537	41.268639
"1702"	"2011-07-06"	"CERES TRUST & LAKE JUNE TRUST"	"2011-06-01"	"PLL"	13	99	NA	531120	"TRT"	18818	NA	"TELLER"	"AV"	"#100"	"IRVINE"	"CA"	"92612"	9494762700	"N"	35	-117.8534073	33.6694104
"1703"	"2011-07-06"	"B D & M CONSTRUCTION"	"2011-01-01"	"PLL"	15	NA	NA	236220	"CRP"	0	NA	"PO BOX 54986"	NA	NA	"OKLAHOMA CITY"	"OK"	"73154"	4058480858	"N"	186	-97.51036	35.5380323
"1704"	"2011-07-06"	"DESERT STAR BUFFET"	"2011-09-15"	"PLL"	NA	NA	NA	NA	"CRP"	2633	"E"	"INDIAN SCHOOL"	"RD"	"# 370"	"PHOENIX"	"AZ"	"85016"	6022650089	"N"	-71	-112.0241613	33.4946275
"1705"	"2011-07-06"	"MOROCCO"	"2011-07-01"	"PLL"	17	99	NA	442299	"LLC"	657	"W"	"ST MARY'S"	"RD"	NA	"TUCSON"	"AZ"	"85701"	NA	"N"	5	-110.98082	32.2284548
"1706"	"2011-07-06"	"MICHAEL T MAYO DDS PC"	"2011-01-01"	"SVL"	99	NA	NA	621210	"CRP"	1505	"N"	"SWAN"	"RD"	"ste a"	"TUCSON"	"AZ"	"85712"	NA	"N"	186	-110.893189	32.240951
"1707"	"2011-07-06"	"WINDOW TAILORS"	"2011-07-01"	"PLL"	NA	NA	NA	NA	"SOL"	8278	"E"	"PAUL"	"DR"	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	5	-110.815599	32.200769
"1708"	"2011-07-06"	"HOOK AND GEAR COMPANY"	"2011-07-01"	"PLL"	NA	NA	NA	NA	"LLL"	3720	"S"	"SARNOFF"	"DR"	NA	"TUCSON"	"AZ"	"85730"	NA	"N"	5	-110.812682	32.178163
"1709"	"2011-07-06"	"IN STEP FOODSERVICE/TURNKEY RESOURCES"	"2011-05-01"	"PLL"	15	17	NA	238290	"LLP"	0	NA	"PO BOX 136579"	NA	NA	"FORT WORTH"	"TX"	"76136"	NA	"N"	66	-97.3250301	32.7779654
"1710"	"2011-07-06"	"COUNSELING AND CONSULTANTS ETC LLC"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"LLC"	2225	"E"	"HIDALGO VISTA"	NA	NA	"TUCSON"	"AZ"	"85713"	NA	"N"	5	-110.938934	32.184527
"1711"	"2011-07-06"	"CARETAKERS BUILDING MAINTENANCE LLC"	"2011-05-01"	"SVL"	99	NA	NA	561720	"LLC"	732	"E"	"46TH"	"ST"	NA	"TUCSON"	"AZ"	"85713"	6022756373	"N"	66	-110.9591485	32.1810545
"1712"	"2011-07-06"	"MOBILE CLIMATE CONTROL YORK CORPORATION"	"2011-04-01"	"PLL"	17	99	NA	333415	"CRP"	17103	NA	"STATE"	"RD"	"4"	"GOSHEN"	"IN"	"46528"	5072382783	"N"	96	-85.792397	41.5923035
"1713"	"2011-07-06"	"CARONDELET MEDICAL GROUP INC"	"2011-07-05"	"SVL"	NA	NA	NA	NA	"CRP"	3987	"E"	"PARADISE FALLS"	"DR"	NA	"TUCSON"	"AZ"	"85712"	NA	"N"	1	-110.907763	32.271636
"1714"	"2011-07-06"	"SKI PRO, INC"	"2011-07-01"	"PLL"	17	99	NA	999999	"CRP"	2110	"E"	"CAMELBACK"	"RD"	NA	"PHOENIX"	"AZ"	"85016"	6029553939	"N"	5	-112.03603	33.509844
"1715"	"2011-07-06"	"SECRET CANYON BUS COMPANY LLC"	"2011-07-01"	"PLL"	13	99	NA	531120	"LLC"	0	NA	"PO BOX 26945"	NA	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	5	-110.9351596	32.2215031
"1716"	"2011-07-06"	"SIERRA POINT REMODEL LLC"	"2011-07-01"	"PLL"	15	NA	NA	236118	"LLC"	11264	"N"	"PLATTE"	"DR"	NA	"ORO VALLEY"	"AZ"	"85737"	5204490278	"N"	5	-110.976652	32.411248
"1717"	"2011-07-06"	"BLX"	"2011-07-01"	"PLL"	NA	NA	NA	NA	"SOL"	35	"E"	"TOOLE"	"AV"	"TOP FLR"	"TUCSON"	"AZ"	"85701"	NA	"N"	5	-110.9715269	32.2147915
"1718"	"2011-07-06"	"LIT ALL UP"	"2011-07-01"	"PLL"	NA	NA	NA	NA	"SOL"	11851	"N"	"STAGHORN"	"PL"	NA	"ORO VALLEY"	"AZ"	"85737"	5204906513	"N"	5	-111.00733	32.4216539
"1719"	"2011-07-06"	"CORRPRO COMPANIES INC"	"2011-07-01"	"PLL"	NA	NA	NA	NA	"CRP"	1055	"W"	"SMITH"	"ROAD"	NA	"MEDINA"	"OH"	"44256"	3307235082	"N"	5	-81.9022789	41.136715
"1720"	"2011-07-06"	"STAR 9 EDUCATION"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"NPC"	6343	"E"	"SAGE STONE"	"ST"	NA	"TUCSON"	"AZ"	"85756"	5202897640	"N"	5	-110.85709	32.108393
"1721"	"2011-07-06"	"INTELLIGRATED COMMUNICATIONS"	"2011-06-29"	"PLL"	NA	NA	NA	NA	"CRP"	19815	"N"	"15TH"	"DR"	NA	"PHOENIX"	"AZ"	"850274201"	6232433900	"N"	7	-112.092158	33.666128
"1722"	"2011-07-13"	"GILBERT'S TOWING"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"SOL"	6230	"S"	"LOGGER"	"DR"	NA	"TUCSON"	"AZ"	"85746"	NA	"N"	12	-111.010343	32.138657
"1723"	"2011-07-13"	"SHONDA LOVE RICHARDSON"	"2011-08-01"	"SVL"	NA	NA	NA	NA	"SOL"	9002	"E"	"LINDEN"	"ST"	NA	"TUCSON"	"AZ"	"85715"	NA	"N"	-19	-110.800465	32.244524
"1724"	"2011-07-13"	"J.E.M. AUTO REPAIR AND SON"	"2011-07-01"	"PLL"	17	99	NA	811111	"SOL"	5019	"E"	"29TH"	"ST"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	12	-110.8860216	32.1997244
"1725"	"2011-07-13"	"MAJOR AID"	"2011-07-06"	"PLL"	15	99	NA	236118	"LLC"	2701	"W"	"CARNAUBA"	"ST"	NA	"TUCSON"	"AZ"	"857051129"	NA	"N"	7	-111.02528	32.304043
"1726"	"2011-07-13"	"STAY CLEAN SERVICES"	"2011-07-01"	"SVL"	99	98	NA	561720	"SOL"	5306	"S"	"VIA BALTRA"	NA	NA	"TUCSON"	"AZ"	"85706"	NA	"N"	12	-110.928251	32.155862
"1727"	"2011-07-13"	"CRICKET"	"2011-07-06"	"PLL"	17	99	NA	443112	"CRP"	1928	"W"	"NAVA"	"DR"	NA	"TUCSON"	"AZ"	"85746"	5208085518	"N"	7	-111.007673	32.139149
"1728"	"2011-07-13"	"TLR BUILDERS, LLC"	"2011-08-01"	"PLL"	NA	NA	NA	NA	"LLC"	29242	"N"	"69TH"	"DR"	NA	"PEORIA"	"AZ"	"853836638"	6024784184	"N"	-19	-112.2086262	33.7473309
"1729"	"2011-07-13"	"SUBWAY"	"2011-07-07"	"PLL"	11	99	NA	722211	"LLC"	8140	"S"	"HOUGHTON"	"RD"	"100"	"TUCSON"	"AZ"	"85747"	NA	"N"	6	-110.7747015	32.1039457
"1730"	"2011-07-13"	"EVENCHIK PROPERTIES LLC"	"2002-01-01"	"PLL"	13	99	NA	531120	"LLC"	7402	"N"	"ALVERNON"	"WAY"	NA	"TUCSON"	"AZ"	"85712"	5203237121	"N"	3480	-110.9093701	32.1144622
"1731"	"2011-07-13"	"MOUNTAIN VIEW SPORTS"	"2011-08-01"	"PLL"	NA	NA	NA	NA	"SOL"	6224	"E"	"SPEEDWAY"	"BL"	NA	"TUCSON"	"AZ"	"85714"	NA	"N"	-19	-110.8596155	32.235293
"1732"	"2011-07-13"	"DAVID LIVINGSTON PRINTING AND PROMOTIONA"	"2011-05-01"	"PLL"	17	99	NA	323119	"LLC"	4720	"N"	"PLACITA CAZADOR"	NA	NA	"TUCSON"	"AZ"	"85718"	NA	"N"	73	-110.6969763	32.0836423
"1733"	"2011-07-13"	"A-BROTHER'S CERAMIC TILE"	"2011-07-07"	"PLL"	15	99	NA	238340	"SOL"	6242	"S"	"PARK"	"AV"	NA	"TUCSON"	"AZ"	"85706"	NA	"N"	6	-110.9562095	32.138411
"1734"	"2011-07-13"	"RAMEX MUSICAL"	"2011-07-01"	"PLL"	17	99	NA	711410	"SOL"	426	"W"	"IOWA"	"ST"	NA	"TUCSON"	"AZ"	"85706"	NA	"N"	12	-110.975204	32.161548
"1735"	"2011-07-13"	"PUEBLO INCOME TAX SERVICES"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"PRT"	4426	"S"	"6TH"	"AV"	NA	"TUCSON"	"AZ"	"85714"	NA	"N"	12	-110.968543	32.1714849
"1736"	"2011-07-13"	"WHEEL DONUT"	"2011-08-01"	"PLL"	NA	NA	NA	NA	"SOL"	3860	"E"	"PIMA"	"ST"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	-19	-110.909947	32.243183
"1737"	"2011-07-13"	"SHELF RELIANCE INTERNATIONAL"	"2011-04-01"	"PLL"	17	NA	NA	454111	"LLC"	810	"N"	"2800 W"	NA	NA	"LINDON"	"UT"	"840421622"	8017569902	"N"	103	-111.773371	40.351823
"1738"	"2011-07-13"	"PRO POOL SERVICE LLC"	"2011-07-01"	"PLL"	15	99	17	238990	"LLC"	7505	"E"	"SYCAMORE PARK"	"BL"	NA	"TUCSON"	"AZ"	"85756"	5203074639	"N"	12	-110.832233	32.086068
"1739"	"2011-07-13"	"THINK ABOUT YOU LLC"	"2011-08-01"	"PLL"	NA	NA	NA	NA	"LLC"	2552	"N"	"REDINGTON"	"PL"	NA	"TUCSON"	"AZ"	"85749"	5209821001	"N"	-19	-110.733935	32.253771
"1740"	"2011-07-13"	"AKEA LLC"	"2011-07-01"	"PLL"	17	99	NA	424210	"LLC"	900	NA	"RIDGEFIELD"	"DR"	"SUITE 170"	"RALEIGH"	"NC"	"27609"	9199816110	"N"	12	-78.622649	35.86443
"1741"	"2011-07-13"	"LADIES WORKOUT EXPRESS"	"2011-06-01"	"PLL"	12	99	17	713940	"LLC"	2480	"N"	"SILVERBELL"	"RD"	"100"	"TUCSON"	"AZ"	"85745"	NA	"N"	42	-111.0138419	32.2526024
"1742"	"2011-07-13"	"CAMPBELL SUSAN BETH"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"SOL"	3270	"E"	"LESTER"	"ST"	NA	"TUCSON"	"AZ"	"85716"	NA	"N"	12	-110.922729	32.2439279
"1743"	"2011-07-13"	"A LA CARTE"	"2011-07-01"	"PLL"	17	99	NA	541613	"SOL"	3505	"N"	"EUCLID"	"AV"	NA	"TUCSON"	"AZ"	"85719"	NA	"N"	12	-110.959885	32.270412
"1744"	"2011-07-13"	"OLD VAIL ROUND II LLC"	"2009-02-01"	"PLL"	13	99	NA	531120	"LLC"	10925	"E"	"CALLE VAQUEROS"	NA	NA	"TUCSON"	"AZ"	"85749"	NA	"N"	892	-110.758772	32.27771
"1745"	"2011-07-13"	"MID STATE REFRIGERATION"	"2011-07-11"	"PLL"	15	99	NA	238220	"SOL"	0	NA	"PO BOX 12215"	NA	NA	"CASA GRANDE"	"AZ"	"851300579"	NA	"N"	2	-111.7486663	32.8723081
"1746"	"2011-07-13"	"CONSTRUCTING WITH ART"	"2011-07-08"	"PLL"	15	99	17	238990	"SOL"	212	"W"	"DAHIL"	"RD"	NA	"TUCSON"	"AZ"	"857054428"	NA	"N"	5	-110.974635	32.255199
"1747"	"2011-07-13"	"LETITA CLEANING"	"2011-07-08"	"SVL"	NA	NA	NA	NA	"SOL"	6065	"S"	"COUNTRY CLUB"	"RD"	"28"	"TUCSON"	"AZ"	"85706"	NA	"N"	5	-110.9255622	32.1422881
"1748"	"2011-07-13"	"THE POLISH COTTAGE"	"2011-06-10"	"PLL"	11	99	NA	722110	"LLC"	5191	"N"	"ROCKY RIDGE"	"PL"	NA	"TUCSON"	"AZ"	"857506005"	NA	"N"	33	-110.839738	32.301378
"1749"	"2011-07-13"	"LEONILA ANGOB AGBADA"	"2011-05-20"	"PLL"	13	99	NA	531190	"TRT"	7926	"E"	"BEVERLY"	"ST"	NA	"TUCSON"	"AZ"	"85710"	NA	"N"	54	-110.822677	32.2086309
"1750"	"2011-07-13"	"BREAKAWAY MEDIA"	"2011-07-09"	"PLL"	9	NA	NA	511130	"SOL"	4950	"E"	"COPPER"	"ST"	NA	"TUCSON"	"AZ"	"857122026"	5203200858	"N"	4	-110.886319	32.2544449
"1751"	"2011-07-13"	"A HANDY ONE"	"2011-07-10"	"SVL"	99	98	NA	238110	"COT"	0	NA	"POB 786"	NA	NA	"TUCSON"	"AZ"	"85702"	NA	"N"	3	-110.9358059	32.2569481
"1752"	"2011-07-13"	"FORWARD INTELLIGENCE SYSTEMS"	"2011-07-01"	"SVL"	99	98	NA	541511	"LLC"	4021	"E"	"GRANT"	"ROAD"	"105"	"TUCSON"	"AZ"	"857122568"	5204771349	"N"	12	-110.9069502	32.2510522
"1753"	"2011-07-13"	"TIP TOP NAIL BY TONY"	"2011-07-01"	"SVL"	NA	NA	NA	NA	"SOL"	3958	"N"	"ORACLE"	"RD"	NA	"TUCSON"	"AZ"	"85705"	NA	"N"	12	-110.9776489	32.2785674
"1754"	"2011-07-13"	"LJL LLC"	"2011-01-01"	"PLL"	13	99	NA	531120	"LLC"	2620	"N"	"SANTA LUCIA"	"DR"	NA	"TUCSON"	"AZ"	"857153142"	NA	"N"	193	-110.849776	32.255055
"1755"	"2011-07-13"	"LJL LLC"	"2011-01-01"	"PLL"	13	99	NA	531120	"LLC"	1647	"N"	"ALVERNON"	"WY"	NA	"TUCSON"	"AZ"	"85712"	NA	"N"	193	-110.9103059	32.2429338
"1756"	"2011-07-13"	"JOHNNY BARNES MOBILE REPAIR"	"2011-07-11"	"SVL"	99	98	NA	811310	"SOL"	3444	"S"	"MANITOBA"	"AV"	NA	"TUCSON"	"AZ"	"85730"	NA	"N"	2	-110.819369	32.181221
"1757"	"2011-07-13"	"CANDICE HORNUNG"	"2011-07-12"	"SVL"	99	98	NA	812112	"SOL"	7881	"E"	"NICARAGUA"	"DR"	NA	"TUCSON"	"AZ"	"85730"	5202607684	"N"	1	-110.824544	32.179788
"1758"	"2011-07-13"	"J & R TRANSMISSION"	"2011-07-11"	"PLL"	NA	NA	NA	NA	"SOL"	4055	"E"	"29TH"	"ST"	NA	"TUCSON"	"AZ"	"85711"	NA	"N"	2	-110.9057201	32.2002628
