"Activity_Code_1","Accept_Date","Business_Name","Start_Date","License_Type","Activity_Code_2","Activity_Code_3","NAICS_Code","Owner_Type","Street_Number","Street_Direction","Street_Name","Street_Suffix","Suite.Apt_No.","City","State","Zip_Code","Phone","N_U_Q","start_to_approved","lon","lat","activity_category","dist_to_closest_stop","closest_stop"
17,2012-04-25,"APPLIANCE SERVICE LLC","2012-03-09","SVL",99,NA,811412,"LLC",1906,"SE","18TH","ST",NA,"TUCSON","AZ",857196910,5206235741,"N",47,-110.943423,32.211914,"Retail Sales",0.176369666916761,"HEWA(SE)"
17,2011-10-12,"TODO MOVIL LLC","2011-10-06","PLL",99,NA,443112,"LLC",5433,"S","12TH","AV","#5","TUCSON","AZ",85706,NA,"N",6,-110.977186,32.152973,"Retail Sales",0.0207662505438844,"GRCU(WB)"
17,2013-01-02,"FANTASY COMICS","2013-01-01","PLL",99,NA,454390,"LLC",902,"S","CATALINA","AVE",NA,"TUCSON","AZ",85711,NA,"N",1,-110.899263,32.20953,"Retail Sales",2.75797475048093,"HEWA(SE)"
17,2013-08-07,"SARAH'S TREASURE'S","2013-07-31","PLL",99,24,453310,"SOL",3241,"N","MOUNTAIN","AV",NA,"TUCSON","AZ",85719,NA,"N",7,-110.952698,32.265869,"Retail Sales",0.0878111437588292,"2SHI(CR)"
17,2012-04-25,"DESERT COYOTE STUDIOS","2012-04-01","PLL",99,NA,541921,"LLC",10040,"E","VIA DEL FANDANGO",NA,NA,"TUCSON","AZ",85747,NA,"N",24,-110.77847,32.100063,"Retail Sales",9.83135214496276,"HEWA(SE)"
17,2014-03-05,"RAKA SALON","2014-02-26","PLL",99,NA,812112,"SOL",3662,"S","9TH","AVE","1","TUCSON","AZ",85713,NA,"N",7,-110.97196,32.179916,"Retail Sales",0.0311694045281312,"COCH(NW)"
17,2014-05-14,"METAPHYSICS WORLD","2014-05-08","PLL",NA,NA,453998,"MAR",2559,"E","BROADWAY","BLVD",NA,"TUCSON","AZ",85716,NA,"N",6,-110.933728,32.221944,"Retail Sales",0.743044050135627,"HEWA(SE)"
17,2013-04-10,"EL MONO VERDE HOT DOGS SONORENSES","2013-04-08","PLL",99,NA,454390,"SOL",4647,"S","PASEO RIO BRAVO",NA,NA,"TUCSON","AZ",85714,NA,"N",2,-110.993912,32.1678349,"Retail Sales",0.504449863014283,"COCN(SE)"
17,2011-10-05,"BEDMART 09","2011-10-01","PLL",99,NA,442299,"CRP",3739,"E","ORACLE","ROAD",NA,"TUCSON","AZ",85705,5208877039,"N",4,-110.9792771,32.2742799,"Retail Sales",0.0635534854453901,"CUFR(CR)"
17,2011-04-13,"TORTOISE HOUSE GLASS","2011-04-06","PLL",99,NA,454390,"SOL",1860,"N","RANCH","DR",NA,"TUCSON","AZ",85715,NA,"N",7,-110.799454,32.244553,"Retail Sales",8.58951329188591,"HEWA(SE)"
17,2011-02-16,"A-AMPHI TV SERVICE","2011-02-01","PLL",99,NA,811211,"LLC",3458,"N","1ST","AV",NA,"TUCSON","AZ",85719,NA,"N",15,-110.960723,32.269975,"Retail Sales",0.145235280205704,"UNTY(CR)"
17,2011-10-12,"RENT READY RENOVATIONS","2011-10-07","PLL",99,NA,236118,"SOL",4255,"E","29TH","ST","134","TUCSON","AZ",85711,NA,"N",5,-110.901881,32.200408,"Retail Sales",2.6051872971335,"HEWA(SE)"
17,2014-07-16,"ARI FOODS LLC","2014-07-10","PLL",99,NA,999999,"LLC",940,"N","OLSEN","AVE",NA,"TUCSON","AZ",85719,NA,"N",6,-110.9407666,32.233591,"Retail Sales",0.331580076131038,"HEWA(SE)"
17,2011-07-06,"DESERT CARS","2011-01-01","PLL",99,NA,441310,"LLC",2853,"N","STONE","AVE",NA,"TUCSON","AZ",85705,NA,"N",186,-110.972335,32.259171,"Retail Sales",0.00923165974870859,"COCH(NW)"
17,2011-05-11,"GRENADINE MCCOY","2011-05-05","PLL",99,NA,448150,"SOL",128,"S","PALOMAS","AVE",NA,"TUCSON","AZ",85745,NA,"N",6,-110.9894789,32.2175138,"Retail Sales",0.245037613208374,"COCN(SE)"
17,2012-08-22,"STEALTH SOLAR LLC","2012-08-01","PLL",15,NA,238220,"LLC",2600,"N","44TH","ST","B-108","TUCSON","AZ",85008,NA,"N",21,-110.970138,32.1850742,"Retail Sales",0.0384771224187623,"BRST(SE)"
17,2012-10-31,"RC TOYS","2012-01-01","PLL",99,NA,454390,"LLC",4500,"N","ORACLE","RD","5540","TUCSON","AZ",85705,NA,"N",304,-110.9738677,32.2886878,"Retail Sales",0.0754471894199294,"BRCU(SW)"
17,2012-05-30,"HAGG ARTISANS","2012-05-24","PLL",99,NA,711510,"PRT",10073,"E","DESERT AIRE","DR",NA,"TUCSON","AZ",85730,NA,"N",6,-110.777456,32.176982,"Retail Sales",9.88236365035889,"HEWA(SE)"
17,2011-02-16,"MILAGROS PHOTOGRAPHY STUDIO","2011-02-09","PLL",99,NA,541921,"PRT",3032,"W","MERMAID","CT",NA,"TUCSON","AZ",857461086,NA,"N",7,-111.031205,32.15975,"Retail Sales",2.68584164102172,"COCN(SE)"
17,2011-08-03,"OLD COCKS SKATEBOARDING COMPANY","2011-08-01","PLL",99,NA,454111,"PRT",5458,"E","HAWTHORNE","ST",NA,"TUCSON","AZ",85711,NA,"N",2,-110.875775,32.233209,"Retail Sales",4.13001095706002,"HEWA(SE)"
17,2013-04-17,"EL ONDEADO SMOKE SHOP","2013-04-15","PLL",99,NA,453991,"PRT",1402,"W","AJO","WAY","135","TUCSON","AZ",85713,NA,"N",2,-110.9956748,32.1804772,"Retail Sales",0.607466312667055,"COCN(SE)"
17,2011-10-19,"VEGETABLES AND MORE LLC","2011-10-01","PLL",99,NA,454390,"LLC",5950,"S","BROSIUS","AVE",NA,"TUCSON","AZ",85706,NA,"N",18,-110.920223,32.144142,"Retail Sales",1.53375078675853,"HEWA(SE)"
17,2015-03-18,"SPIRITUAL GANGSTA YOGA LLC","2015-02-23","PLL",99,NA,611699,"LLC",621,"N","6TH","AVE",NA,"TUCSON","AZ",85705,NA,"N",23,-110.969107,32.22959,"Retail Sales",0.0322044393446838,"CO6A(NE)"
17,2012-01-04,"JC RACING","2011-12-30","PLL",99,NA,454111,"SOL",2732,"W","JENNIE","PL",NA,"TUCSON","AZ",85713,NA,"N",5,-111.025474,32.2064949,"Retail Sales",2.34941666568035,"COCN(SE)"
17,2012-04-25,"HEAD HUNTERS SMOKE SHOP LLC","2012-04-20","PLL",99,NA,452990,"LLC",3101,"N","STONE","AVE","A","TUCSON","AZ",85705,NA,"N",5,-110.9722988,32.2631784,"Retail Sales",0.0113462605967704,"COCH(NW)"
17,2011-08-03,"B.R.E.A.T.H.E.","2011-08-01","PLL",99,NA,327112,"SOL",701,"N","SEMINOLE","AV",NA,"TUCSON","AZ",85745,NA,"N",2,-110.999773,32.231822,"Retail Sales",0.846646188994068,"COCN(SE)"
17,2012-12-05,"DESIGNS BY DIANE","2012-12-01","PLL",99,NA,454390,"SOL",157,"W","SANTA MARIA","ST",NA,"TUCSON","AZ",85706,NA,"N",4,-110.971044,32.137745,"Retail Sales",0.00643568761817974,"COST(SE)"
17,2013-01-04,"HEALTH IS WEALTH VITAMINS LLC","2012-01-01","PLL",99,NA,446191,"LLC",2784,"N","CAMPBELL","AV",NA,"TUCSON","AZ",85719,NA,"N",369,-110.9438233,32.2572016,"Retail Sales",0.152892456502564,"HEWA(SE)"
17,2012-02-29,"ROCKS DON'T BLINK LLC","2012-01-01","PLL",99,NA,541921,"LLC",3642,"S","FRICK","AVE",NA,"TUCSON","AZ",85730,NA,"N",59,-110.807765,32.179346,"Retail Sales",8.10965090369906,"HEWA(SE)"
17,2011-05-11,"CORNERSTONE AUTOMOTIVE REPAIR","2011-05-09","PLL",99,NA,811111,"SOL",3708,"S","6TH","AV","# 2","TUCSON","AZ",85713,NA,"N",2,-110.968696,32.179468,"Retail Sales",0.00818712589794759,"CO6A(NE)"
17,2012-09-05,"SUPER CENTER AUTOMOTIVE REPAIR","2012-09-01","PLL",99,NA,811111,"SOL",1665,"S","CRAYCROFT","RD",NA,"TUCSON","AZ",857117201,NA,"N",4,-110.874693,32.2022769,"Retail Sales",4.19467517942598,"HEWA(SE)"
17,2012-05-02,"FREEDOM'S GENERAL STORE","2012-05-01","PLL",99,NA,452990,"LLC",7632,"E","KEITH","DR",NA,"TUCSON","AZ",857301816,NA,"N",1,-110.830475,32.185375,"Retail Sales",6.78113152271296,"HEWA(SE)"
17,2011-05-18,"MOBILE REHYDRATE STATION","2011-05-15","PLL",99,NA,454390,"SOL",1600,"E","ROGER","RD",NA,"TUCSON","AZ",85719,NA,"N",3,-110.9476815,32.278379,"Retail Sales",0.0208836698452561,"2SCH(CR)"
17,2015-01-07,"BLACKMER STUDIOS","2014-12-01","PLL",99,NA,454111,"SOL",3635,"N","CACTUS","BLVD",NA,"TUCSON","AZ",85716,NA,"N",37,-110.931612,32.273252,"Retail Sales",0.866239322016508,"HEWA(SE)"
17,2011-01-12,"LORNA'S CREATIONS","2011-01-01","PLL",99,NA,454390,"SOL",9771,"E","ROCK RIDGE","CT",NA,"TUCSON","AZ",85749,NA,"N",11,-110.783859,32.250907,"Retail Sales",9.50018323780352,"HEWA(SE)"
17,2011-01-12,"CARLY QUINN DESIGNS","2011-01-07","PLL",99,NA,711510,"SOL",403,"N","6TH","AVE","STE 135","TUCSON","AZ",857058326,NA,"N",5,-110.9688321,32.2265903,"Retail Sales",0.0161378206531073,"CO6A(NE)"
17,2013-01-23,"GREEN CLOTHING LLC","2013-01-01","PLL",99,NA,448140,"LLC",1643,"N","ALVERNON","WAY","103","TUCSON","AZ",85712,NA,"N",22,-110.9102348,32.2425073,"Retail Sales",2.11579384113865,"HEWA(SE)"
17,2011-10-19,"MUNCHIES DELIVERY LLC","2011-10-15","PLL",99,NA,454390,"LTD",261,"E","JACINTO","ST",NA,"TUCSON","AZ",857054732,NA,"N",4,-110.967991,32.254255,"Retail Sales",0.0210937318750551,"BR6A(SE)"
17,2013-02-06,"ML VENTURES","2013-02-04","PLL",99,NA,454111,"SOL",3107,"W","TUMAMOC","DR",NA,"TUCSON","AZ",85745,5612542837,"N",2,-111.033387,32.210622,"Retail Sales",2.81189971096618,"COCN(SE)"
17,2015-02-25,"BUSY BETTY","2015-01-01","PLL",99,NA,453220,"PRT",7827,"S","KILBRENNAN","WAY",NA,"TUCSON","AZ",85747,NA,"N",55,-110.790918,32.109598,"Retail Sales",9.10181539729054,"HEWA(SE)"
17,2012-03-21,"VILLEGAS SOFTWARE DESIGN","2012-03-16","PLL",99,NA,541511,"SOL",5720,"E","BURNS","ST",NA,"TUCSON","AZ",85711,5203184125,"N",5,-110.869781,32.224109,"Retail Sales",4.48077848214528,"HEWA(SE)"
17,2013-03-06,"GRIZZLY CUSTOM STEEL, LLC","2013-03-03","PLL",99,NA,711510,"LLC",8386,"S","OTIS","DR",NA,"TUCSON","AZ",85747,NA,"N",3,-110.767458,32.0993629,"Retail Sales",10.4759691195937,"HEWA(SE)"
17,2014-06-25,"JESSICA DEAHL LAC","2014-06-19","PLL",99,NA,451211,"SOL",545,"E","2ND","ST",NA,"TUCSON","AZ",857057870,NA,"N",6,-110.9629964,32.2329942,"Retail Sales",0.0833777353034894,"UN3A(CR)"
17,2013-03-06,"GOLDLIGHT ENTERPRISES LLC","2012-08-31","PLL",99,NA,454111,"LLC",7014,"E","Golf Links","RD","265","TUCSON","AZ",85730,NA,"N",187,-110.8436359,32.1908744,"Retail Sales",6.01117590801802,"HEWA(SE)"
17,2012-03-21,"HACIENDA ACCENTS","2012-03-16","PLL",99,NA,442299,"SOL",5020,"E","SPEEDWAY","BLVD",NA,"TUCSON","AZ",857124737,NA,"N",5,-110.8854408,32.2359115,"Retail Sales",3.56498793794136,"HEWA(SE)"
17,2011-03-30,"BOSHOK LLC","2011-03-21","PLL",99,NA,454390,"LLC",2550,"W","IRONWOOD HILL","DR","#932","TUCSON","AZ",85745,NA,"N",9,-111.0215293,32.2520355,"Retail Sales",2.1177397308672,"COCN(SE)"
17,2011-06-08,"PATRICIA ST PIERRE","2011-05-01","PLL",99,NA,448150,"SOL",4638,"E","14TH","ST",NA,"TUCSON","AZ",85711,NA,"N",38,-110.893165,32.2174229,"Retail Sales",3.11419446122372,"HEWA(SE)"
17,2012-11-07,"AERO DUCT MANUFACTURING, LLC","2012-11-01","PLL",99,NA,332322,"LLC",702,"E","FAIR","ST",NA,"TUCSON","AZ",85714,NA,"N",6,-110.96069,32.1704023,"Retail Sales",0.143464421910788,"UNTY(CR)"
17,2013-08-14,"JAMES MILEY","2013-08-10","PLL",99,NA,454390,"SOL",8721,"E","ALMOND","ST",NA,"TUCSON","AZ",857304811,NA,"N",4,-110.806124,32.166278,"Retail Sales",8.20679323626125,"HEWA(SE)"
17,2012-02-15,"ERNERENE PRESS","2012-01-01","PLL",99,NA,454390,"SOL",1021,"N","10TH","AVE",NA,"TUCSON","AZ",85705,NA,"N",45,-110.975145,32.2349559,"Retail Sales",0.0260659379821777,"COGN(SE)"
17,2012-12-05,"JACQUELINE J DIXON","2012-11-28","PLL",99,NA,454390,"SOL",137,"S","NIGHTFALL","AV",NA,"TUCSON","AZ",85748,NA,"N",7,-110.762341,32.21925,"Retail Sales",10.7613045647393,"HEWA(SE)"
17,2012-01-11,"COMPUTER EXPERTS LLC","2012-01-01","PLL",99,NA,454390,"LLC",3604,"E","5TH","ST",NA,"TUCSON","AZ",857165047,NA,"N",10,-110.915798,32.228555,"Retail Sales",1.79096128002876,"HEWA(SE)"
17,2015-01-07,"DENIM AND DESIGN","2015-01-05","PLL",99,NA,454390,"SOL",4445,"E","SAN CARLOS","PL",NA,"TUCSON","AZ",85712,NA,"N",2,-110.8976911,32.2540647,"Retail Sales",2.84847194524513,"HEWA(SE)"
17,2012-02-15,"CRAYCROFT CYCLES","2012-02-09","PLL",99,NA,451110,"SOL",800,"N","POSTHOLE","LN",NA,"TUCSON","AZ",85748,5206611993,"N",6,-110.770433,32.231003,"Retail Sales",10.2869655008221,"HEWA(SE)"
17,2013-07-03,"YCS HAIR COMPANY","2013-07-01","PLL",99,NA,454111,"PRT",1200,"E","RIVER","RD","676","TUCSON","AZ",85718,NA,"N",2,-110.953295,32.292065,"Retail Sales",0.122654793113965,"2SHI(CR)"
17,2011-03-02,"VIOLINS PLUS","2011-01-10","PLL",99,NA,452990,"SOL",1040,"S","ROCKCREST","AVE",NA,"TUCSON","AZ",85748,5202457472,"N",51,-110.765144,32.208452,"Retail Sales",10.5987167780479,"HEWA(SE)"
17,2013-02-06,"MELISSA RIO","2013-02-01","PLL",99,NA,812112,"SOL",6242,"S","EUCLID","AV",NA,"TUCSON","AZ",85706,NA,"N",5,-110.95905,32.138156,"Retail Sales",0.0475653677724117,"UNTY(CR)"
17,2011-09-14,"SUSAN SCHOLL SMITH HANDCRAFTED JEWELRY","2011-09-01","PLL",NA,NA,711510,"SOL",4130,"N","CAMINO GACELA",NA,NA,"TUCSON","AZ",85718,NA,"N",13,-110.882619,32.281955,"Retail Sales",3.72801154533276,"HEWA(SE)"
17,2012-03-30,"B & B AUTO GLASS","2012-03-21","PLL",99,NA,811122,"SOL",1440,"W","IRVINGTON","RD","1202","TUCSON","AZ",85746,5204889358,"N",9,-110.9961148,32.1636776,"Retail Sales",0.633313794492905,"COCN(SE)"
17,2012-04-11,"RIC ERICKSON STUDIO INC","2012-01-01","PLL",99,13,812112,"CRP",2874,"N","LONGHORN","DR",NA,"TUCSON","AZ",85749,5203274433,"N",101,-110.747585,32.258847,"Retail Sales",11.6187847407571,"HEWA(SE)"
17,2012-10-03,"LEMONGRASS SALON LLC","2012-04-20","PLL",99,NA,812112,"LLC",5332,"E","8TH","ST",NA,"TUCSON","AZ",85711,NA,"N",166,-110.878361,32.225544,"Retail Sales",3.97920797131552,"HEWA(SE)"
17,2011-03-30,"ESQUER PHOTOGRAPHY LLC","2011-02-28","PLL",99,NA,541921,"LLC",6743,"E","LEHIGH","DR",NA,"TUCSON","AZ",85710,NA,"N",30,-110.848,32.211974,"Retail Sales",5.7546628937819,"HEWA(SE)"
17,2012-01-11,"HAIR BY VICTORIA NASH","2011-05-30","PLL",99,NA,812112,"SOL",9100,"E","TANQUE VERDE","RD","#160","TUCSON","AZ",85749,NA,"N",226,-110.7977619,32.2572684,"Retail Sales",8.68717904022039,"HEWA(SE)"
17,2012-10-03,"PREMIER CHOICE WIRELESS","2012-10-01","PLL",99,NA,443112,"LLC",4865,"S","PARK","AV",NA,"TUCSON","AZ",85714,NA,"N",2,-110.9561703,32.1642396,"Retail Sales",0.0339998003357627,"2SOL(CR)"
17,2012-05-30,"EMBROIDERY PLUS","2012-05-01","PLL",99,NA,454390,"SOL",960,"N","BEDFORD","DR",NA,"TUCSON","AZ",857102624,NA,"N",29,-110.803117,32.233463,"Retail Sales",8.37647877395702,"HEWA(SE)"
17,2013-02-13,"KOWALSKI FARM & KITCHEN LLC","2013-02-08","PLL",99,NA,445291,"LLC",2902,"N","CLOVERLAND","AVE",NA,"TUCSON","AZ",857121307,NA,"N",5,-110.880297,32.260229,"Retail Sales",3.86457306521785,"HEWA(SE)"
17,2011-06-29,"JOE'S AUTO & TRUCK ELECTRIC LLC","2011-05-01","PLL",99,NA,811111,"LLC",20,"W","19TH","ST",NA,"TUCSON","AZ",85701,5207924527,"N",59,-110.9691741,32.2109594,"Retail Sales",0.036133654427797,"CO6A(NE)"
17,2013-04-24,"CLEAR VIEW GLASS & TINT","2013-04-22","PLL",99,NA,811122,"SOL",8373,"S","EGYPTIAN","DR",NA,"TUCSON","AZ",85747,NA,"N",2,-110.76441,32.099448,"Retail Sales",10.6543611907435,"HEWA(SE)"
17,2013-02-13,"JASON C NOUSSIAS","2013-01-01","PLL",99,NA,811111,"SOL",2709,"N","NORDIC","LN",NA,"TUCSON","AZ",857162309,NA,"N",43,-110.91762,32.25655,"Retail Sales",1.68395009359333,"HEWA(SE)"
17,2012-01-11,"MADMAX SALON LLC","2012-01-01","PLL",99,13,812112,"LLC",1221,"E","MABEL","ST",NA,"TUCSON","AZ",85719,NA,"N",10,-110.953123,32.238909,"Retail Sales",0.112674757530139,"2SHI(CR)"
17,2013-03-13,"STAGEWERX PRO SOUND & LIGHTING INC","2013-03-07","PLL",99,NA,999999,"CRP",2891,"W","CALLE DEL TIGRE",NA,NA,"TUCSON","AZ",85746,NA,"N",6,-111.028271,32.124023,"Retail Sales",2.51521097471688,"COCN(SE)"
17,2012-07-25,"HAZELMOONFLY","2012-07-19","PLL",99,NA,454390,"SOL",8818,"S","DESERT VALLEY","WY",NA,"TUCSON","AZ",85747,NA,"N",6,-110.776499,32.091382,"Retail Sales",9.94766080716555,"HEWA(SE)"
17,2011-06-15,"PROFESSIONAL BARTENDERS UNLIMITED INC","2011-01-01","PLL",99,14,812990,"CRP",8526,"E","FOND DU LAC","DR",NA,"TUCSON","AZ",85730,NA,"N",165,-110.810148,32.1867,"Retail Sales",7.96965039872796,"HEWA(SE)"
17,2014-04-30,"EXTENSIONES HAIR BAR","2014-04-28","PLL",99,NA,424990,"SOL",600,"N","PANTANO","RD","1822","TUCSON","AZ",85710,NA,"N",2,-110.8227375,32.2290246,"Retail Sales",7.23011655596762,"HEWA(SE)"
17,2011-06-15,"INSPIRED AESTHETICS","2011-06-07","PLL",99,NA,446120,"SOL",6723,"E","SNYDER","RD",NA,"TUCSON","AZ",85750,NA,"N",8,-110.848366,32.293141,"Retail Sales",5.72814428125938,"HEWA(SE)"
17,2013-02-13,"JAY'S TIRE & WHEEL LLC","2013-02-11","PLL",99,NA,811198,"LLC",5132,"S","12TH","AV",NA,"TUCSON","AZ",85706,NA,"N",2,-110.9778662,32.1586655,"Retail Sales",0.0190218673052667,"GRCU(WB)"
17,2012-03-07,"TANQUE VERDE TREASURES","2012-01-23","PLL",99,NA,453220,"LLC",2601,"S","PACE EAST","DR",NA,"TUCSON","AZ",85730,5203390841,"N",44,-110.781922,32.191466,"Retail Sales",9.61965671718949,"HEWA(SE)"
17,2013-07-31,"VALDEZ BROTHERS RECYCLING","2013-07-24","PLL",99,NA,331491,"SOL",8301,"E","APPOMATTOX","ST",NA,"TUCSON","AZ",85710,NA,"N",7,-110.815287,32.223317,"Retail Sales",7.66606186497659,"HEWA(SE)"
17,2014-03-12,"WILLOW TREE BOTANICALS","2014-03-07","PLL",99,NA,454390,"SOL",2255,"W","OCELOT","DR",NA,"TUCSON","AZ",85713,NA,"N",5,-111.015171,32.203504,"Retail Sales",1.74713903251769,"COCN(SE)"
17,2011-04-06,"BLUE SKY SMOKE SHOP LLC","2011-04-01","PLL",99,NA,453991,"LLC",3921,"E","29TH","ST","305","TUCSON","AZ",85711,NA,"N",5,-110.9083355,32.2002144,"Retail Sales",2.22782312859067,"HEWA(SE)"
17,2011-11-16,"GOT ALL YOUR MARBLES","2011-01-01","PLL",99,NA,453220,"LLC",3601,"E","44TH","ST","STE 105","TUCSON","AZ",85713,NA,"N",319,-110.915798,32.18559,"Retail Sales",1.79180744831426,"HEWA(SE)"
17,2011-10-05,"BEADS BAUBLES & BOOKMARKS","2011-10-01","PLL",99,NA,454390,"SOL",6950,"E","CALLE CANIS",NA,NA,"TUCSON","AZ",85710,NA,"N",4,-110.844214,32.201183,"Retail Sales",5.97669606509679,"HEWA(SE)"
17,2013-06-26,"WESTERN HARMONICS LLC","2012-01-01","PLL",99,NA,333415,"LLC",3335,"N","FLOWING WELLS","RD","28","TUCSON","AZ",85705,NA,"N",542,-110.9979956,32.2674327,"Retail Sales",0.742473368049139,"COCN(SE)"
17,2013-02-20,"AVA HAN","2013-02-13","PLL",99,NA,325611,"SOL",4834,"E","GLENN","ST",NA,"TUCSON","AZ",85712,NA,"N",7,-110.889391,32.257333,"Retail Sales",3.33333932961666,"HEWA(SE)"
17,2012-01-18,"LARRY GOMEZ STUDIO","2012-01-01","PLL",99,10,541511,"LLC",0,NA,"PO BOX 12794",NA,NA,"TUCSON","AZ",857322794,NA,"N",17,-110.9678577,32.2220434,"Retail Sales",0.0288928785867824,"BR6A(SE)"
17,2013-02-20,"BK PROMOTIONAL SOLUTIONS","2013-01-01","PLL",NA,NA,541990,"CRP",4240,"N","SUMMER SET","DR",NA,"TUCSON","AZ",857506520,NA,"N",50,-110.832252,32.284204,"Retail Sales",6.66996148949035,"HEWA(SE)"
17,2011-10-26,"SC LEATHER","2011-10-01","PLL",NA,NA,454390,"SOL",4270,"N","SIERRA DE LUNA","PL",NA,"TUCSON","AZ",85749,NA,"N",25,-110.774786,32.28449,"Retail Sales",10.0266393202263,"HEWA(SE)"
17,2012-12-19,"MAYFIELD DESIGNS","2012-10-01","PLL",99,NA,454390,"SOL",4307,"E","HAMPTON CIRCLE",NA,"SOUTH","TUCSON","AZ",85712,NA,"N",79,-110.9012067,32.2475516,"Retail Sales",2.64323970592402,"HEWA(SE)"
17,2011-10-05,"BEDMART 02","2011-10-01","PLL",99,NA,442299,"CRP",3739,"N","ORACLE","ROAD",NA,"TUCSON","AZ",85705,5208877039,"N",4,-110.9792771,32.2742799,"Retail Sales",0.0635534854453901,"CUFR(CR)"
17,2012-01-18,"JEWELRY BY JANNA","2012-01-12","PLL",99,NA,454111,"SOL",3413,"E","PRESIDIO","ROAD","1","TUCSON","AZ",85716,NA,"N",6,-110.9201654,32.2632132,"Retail Sales",1.5351099054957,"HEWA(SE)"
17,2013-02-13,"PETER ROMANO PHOTOGRAPHY","2013-01-01","PLL",99,NA,541921,"SOL",957,"N","MILLER","DR",NA,"TUCSON","AZ",85710,NA,"N",43,-110.804363,32.23345,"Retail Sales",8.30365779784587,"HEWA(SE)"
17,2012-07-04,"TOTAL HEALTH CONCEPTS LLC","2012-05-01","PLL",99,NA,999999,"LLC",800,"N","SWAN","RD","STE 112","TUCSON","AZ",85711,NA,"N",64,-110.892268,32.2322198,"Retail Sales",3.16611322120675,"HEWA(SE)"
17,2011-02-16,"BOSSED UP ENT & P.A.","2011-01-03","PLL",99,NA,512220,"LLC",712,"N","BEDFORD","DR",NA,"TUCSON","AZ",85710,NA,"N",44,-110.803233,32.229915,"Retail Sales",8.37002597254567,"HEWA(SE)"
17,2011-05-04,"SHANE METALWORKS","2011-04-28","PLL",99,NA,541512,"SOL",6912,"E","ROSEWOOD","ST",NA,"TUCSON","AZ",85710,5209751921,"N",6,-110.844848,32.232,"Retail Sales",5.93761618190346,"HEWA(SE)"
17,2011-05-25,"MICHAEL'S PIE COMPANY","2011-04-15","PLL",99,NA,445291,"SOL",1731,"N","HORSESHOE","TR",NA,"TUCSON","AZ",85745,NA,"N",40,-111.019175,32.243799,"Retail Sales",1.9803509471888,"COCN(SE)"
17,2011-02-16,"GENE KELLY'S MOBILE RV REPAIR","2011-01-01","PLL",99,NA,811198,"PRT",1420,"W","PANAMA","LN",NA,"TUCSON","AZ",85705,5209068435,"N",46,-110.9959312,32.265801,"Retail Sales",0.62187629831335,"COCN(SE)"
17,2013-04-10,"SHELBY AUTO GLASS","2013-04-03","PLL",99,98,811122,"SOL",3400,"W","PLACITA DE LA BATADA",NA,NA,"TUCSON","AZ",85746,NA,"N",7,-111.022196,32.1057222,"Retail Sales",2.16016506821931,"COCN(SE)"
17,2013-03-20,"PAULINA AVILA DE SANTOS","2013-03-17","PLL",99,NA,454390,"SOL",1602,"E","FAIR","ST",NA,"TUCSON","AZ",85714,NA,"N",3,-110.947483,32.170378,"Retail Sales",0.00929916395040802,"2SCH(CR)"
17,2012-07-11,"TUCSON KONA ICE","2012-07-09","PLL",99,NA,722330,"CRP",245,"S","PLUMER","AV","16","TUCSON","AZ",85749,5203697900,"N",2,-110.9386281,32.2190337,"Retail Sales",0.456637164746142,"HEWA(SE)"
17,2011-01-24,"CARLY QUINN DESIGNS","2011-01-07","PLL",99,NA,711510,"SOL",403,"N","6TH","AVE","STE 135","TUCSON","AZ",857058326,NA,"N",17,-110.9688321,32.2265903,"Retail Sales",0.0161378206531073,"CO6A(NE)"
17,2011-07-20,"BETTY BLUE'S JUNK SHOP LLC","2011-05-01","PLL",99,NA,454111,"LLC",1945,"E","18TH","ST",NA,"TUCSON","AZ",85719,NA,"N",80,-110.94242,32.212624,"Retail Sales",0.235001831492393,"HEWA(SE)"
17,2011-06-15,"FS1, LLC","2011-06-06","PLL",99,15,443111,"LLC",3540,"S","CAMPBELL","AV",NA,"TUCSON","AZ",85713,5206247020,"N",9,-110.943923,32.182422,"Retail Sales",0.147188052416469,"HEWA(SE)"
17,2012-10-10,"MADDIE AND SOPHIE LLC","2012-09-20","PLL",99,NA,446199,"LLC",407,"E","FORT LOWELL","RD",NA,"TUCSON","AZ",857053926,NA,"N",20,-110.964661,32.265102,"Retail Sales",0.0139050092104411,"UN3A(CR)"
17,2011-10-26,"CREATIVE YARD ART BY VELMA","2011-10-01","PLL",99,NA,454390,"SOL",2211,"S","CALLE YUCATAN",NA,NA,"TUCSON","AZ",85710,NA,"N",25,-110.836886,32.195773,"Retail Sales",6.40551219061675,"HEWA(SE)"
17,2012-01-18,"DIZZY DAME'S BAKE SHOPPE LLC","2011-09-01","PLL",99,NA,454390,"LLC",6402,"E","MALVERN","ST",NA,"TUCSON","AZ",85710,NA,"N",139,-110.855874,32.214722,"Retail Sales",5.29420005487761,"HEWA(SE)"
17,2011-07-20,"GEMSTONE FOR YOU LLC","2011-07-01","PLL",99,NA,454390,"LLC",10237,"E","ESSEX VILLAGE","DR",NA,"TUCSON","AZ",85748,NA,"N",19,-110.774044,32.21413,"Retail Sales",10.0777861863212,"HEWA(SE)"
