"Accept_Date"	"Business_Name"	"Start_Date"	"License_Type"	"Activity_Code_1"	"Activity_Code_2"	"Activity_Code_3"	"NAICS_Code"	"Owner_Type"	"Street_Number"	"Street_Direction"	"Street_Name"	"Street_Suffix"	"Suite.Apt_No."	"City"	"State"	"Zip_Code"	"Phone"	"N_U_Q"	"start_to_approved"	"lon"	"lat"
"2012-03-21"	"CHEAP FIX AUTO REPAIR"	"2012-04-01"	"SVL"	NA	NA	NA	NA	"SOL"	533	"W"	"ROGER"	"RD"	NA	"TUCSON"	"AZ"	857052616	NA	"N"	-11	-110.980591	32.2787099
"2012-03-21"	"TS ENTERPRISES"	"2012-04-01"	"PLL"	NA	NA	NA	NA	"SOL"	1694	"W"	"WOOD BRIDGE"	"CT"	NA	"TUCSON"	"AZ"	857461301	5202480297	"N"	-11	-111.001735	32.149564
"2012-03-21"	"THE SYNTHETIC GRASS STORE"	"2012-03-01"	"PLL"	17	99	NA	444190	"LLC"	3321	"N"	"FREEWAY"	"ROAD"	NA	"TUCSON"	"AZ"	85705	5206908873	"N"	20	-111.0091068	32.2676124
"2012-03-21"	"PROPROP LLC"	"2012-03-15"	"PLL"	13	NA	NA	531120	"LLC"	2884	"E"	"GANLEY"	"ROAD"	NA	"TUCSON"	"AZ"	85706	5202944401	"N"	6	-110.9289068	32.1387546
"2012-03-21"	"YAKOTECH COMPUTER SERVICES"	"2012-03-23"	"SVL"	99	98	17	999999	"UNK"	3425	"E"	"2ND"	"ST"	"111"	"TUCSON"	"AZ"	85716	5205517800	"N"	-2	-110.919788	32.2344099
"2012-03-21"	"AUTOMOTIVE SERVICES AND REPAIR LLC"	"2012-04-01"	"PLL"	NA	NA	NA	NA	"LLC"	5465	"E"	"BROADWAY"	"BLVD"	NA	"TUCSON"	"AZ"	857113704	5205142540	"N"	-11	-110.8757518	32.2219511
"2012-03-21"	"ZOUNDS HEARING CENTER"	"2012-04-02"	"PLL"	NA	NA	NA	NA	"CRP"	4444	"E"	"GRANT"	"RD"	"113"	"TUCSON"	"AZ"	857122691	5208297800	"N"	-12	-110.8978292	32.2503398
"2012-03-21"	"PETERSON KUSTOM & COLLISION"	"2012-02-01"	"SVL"	99	98	NA	811111	"LLC"	4141	"E"	"TENNESSEE"	"ST"	NA	"TUCSON"	"AZ"	85714	NA	"N"	49	-110.9032976	32.1664336
"2012-03-21"	"MARTINEZ CHRISTINE TUCKER"	"2012-03-29"	"SVL"	99	98	NA	711510	"SOL"	2111	"E"	"JUANITA"	"ST"	NA	"TUCSON"	"AZ"	85719	NA	"N"	-8	-110.941161	32.249529
"2012-03-30"	"EXPERT HOA MANAGEMENT LLC"	"2012-04-01"	"SVL"	NA	NA	NA	NA	"LLC"	2162	"W"	"SPEEDWAY"	"BLVD"	"28102"	"TUCSON"	"AZ"	85745	NA	"N"	-2	-111.0122011	32.236923
"2012-03-30"	"B & B AUTO GLASS"	"2012-03-21"	"PLL"	17	99	NA	811122	"SOL"	1440	"W"	"IRVINGTON"	"RD"	"1202"	"TUCSON"	"AZ"	85746	5204889358	"N"	9	-110.9961148	32.1636776
"2012-03-30"	"RECESSION LANDSCAPING"	"2012-03-21"	"PLL"	15	NA	NA	561730	"SOL"	3025	"W"	"VIA CUERVO"	NA	NA	"TUCSON"	"AZ"	85746	5202482317	"N"	9	-111.031738	32.127305
"2012-03-30"	"JC'S SCENTS"	"2012-03-21"	"PLL"	17	99	NA	454390	"SOL"	1122	"E"	"SILVER"	"ST"	NA	"TUCSON"	"AZ"	85719	NA	"N"	9	-110.9547321	32.2529461
"2012-03-30"	"ROCHA'S YARD CLEANING"	"2012-04-01"	"SVL"	NA	NA	NA	NA	"SOL"	4422	"E"	"32ND"	"ST"	NA	"TUCSON"	"AZ"	857116324	NA	"N"	-2	-110.898094	32.196344
"2012-03-30"	"CONCORD2 CAB TRANSPORTATION"	"2012-03-21"	"SVL"	99	98	NA	485310	"SOL"	515	"E"	"GRANT"	"RD"	"STE 141 PMB 239"	"TUCSON"	"AZ"	85705	5203697053	"N"	9	-110.9923904	32.2680738
"2012-03-30"	"LANE INDUSTRIAL SUPPLY LLC"	"2012-01-01"	"SVL"	99	98	NA	561422	"LLC"	8609	"E"	"HAWTHORNE"	"ST"	NA	"TUCSON"	"AZ"	85710	NA	"N"	89	-110.808658	32.233299
"2012-03-30"	"PASTOR JOY MINISTRIES"	"2012-03-21"	"PLL"	99	98	NA	454390	"NPC"	0	NA	"PO BOX 18657"	NA	NA	"TUCSON"	"AZ"	857318657	5202353519	"N"	9	-110.9678577	32.2220434
"2012-03-30"	"PAWN STOP"	"2012-03-01"	"PLL"	NA	NA	NA	NA	"LLC"	2837	"N"	"CAMPBELL"	"AVE"	NA	"TUCSON"	"AZ"	85719	NA	"N"	29	-110.9441618	32.2585671
"2012-03-30"	"RHONDA'S CUSTOM SEWING AND JEWELRY"	"2012-03-22"	"PLL"	17	99	NA	454390	"PRT"	7851	"E"	"PIMA"	"ST"	NA	"TUCSON"	"AZ"	85715	NA	"N"	8	-110.824708	32.243124
"2012-03-30"	"S.R. LEASING 3 LLC"	"2012-04-01"	"PLL"	NA	NA	NA	NA	"LLC"	755	"W"	"GRANT"	"RD"	"105"	"TUCSON"	"AZ"	85705	5208385404	"N"	-2	-110.9832949	32.2497816
"2012-03-30"	"FIESTA PARTY SUPPLY & BEVERAGE OUTLET"	"2012-05-01"	"PLL"	NA	NA	NA	NA	"CRP"	5125	"S"	"12TH"	"AVE"	NA	"TUCSON"	"AZ"	85706	NA	"N"	-32	-110.9771375	32.158664
"2012-03-30"	"GEE GARDEN PROPERTIES-1 LLC"	"2012-01-01"	"PLL"	13	99	NA	531120	"LLC"	125	"E"	"CALLE CHAPARITA"	NA	NA	"TUCSON"	"AZ"	85716	5202416909	"N"	89	-110.919884	32.2205579
"2012-03-30"	"TODA PARA SU FIESTA"	"2012-03-22"	"PLL"	14	99	NA	532299	"SOL"	4617	"E"	"18TH"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	8	-110.893672	32.212324
"2012-03-30"	"CWT #4"	"2012-01-01"	"PLL"	17	99	NA	452910	NA	5121	"S"	"CALLE SANTA CRUZ"	NA	"#135"	"TUCSON"	"AZ"	85706	NA	"N"	89	-110.9899225	32.1586574
"2012-03-30"	"BRANDT, BENJAMIN D"	"2012-03-13"	"SVL"	99	98	NA	541511	"SOL"	438	"S"	"ARIZONA"	"AVE"	NA	"TUCSON"	"AZ"	857012420	5202031601	"N"	17	-110.9676585	32.2163176
"2012-03-30"	"ALPHA TIRE & ROAD SERVICE LLC"	"2012-03-26"	"PLL"	17	NA	NA	811198	"LLC"	5631	"S"	"CACTUS WREN"	"AVE"	NA	"TUCSON"	"AZ"	85746	5208915820	"N"	4	-111.025865	32.149575
"2012-03-30"	"CROSS COUNTRY CONTRACTOR SUPPLIES"	"2012-03-23"	"SVL"	99	98	NA	561422	"SOL"	6303	"E"	"TANQUE VERDE"	"RD"	"#207"	"TUCSON"	"AZ"	85715	NA	"N"	7	-110.8575968	32.242984
"2012-03-30"	"CARTOON GLASS ART"	"2012-03-01"	"PLL"	17	99	NA	454390	"SOL"	3505	"N"	"EUCLID"	"AVE"	NA	"TUCSON"	"AZ"	85719	5202756285	"N"	29	-110.959885	32.270412
"2012-03-30"	"EL DORADO PLAZA"	"2012-01-01"	"PLL"	13	99	NA	531120	"LLC"	1101	"N"	"WILMOT"	"RD"	"225"	"TUCSON"	"AZ"	85712	5209800282	"N"	89	-110.85889	32.2371266
"2012-03-30"	"WASHCO INTERNATIONAL"	"2012-04-10"	"PLL"	NA	NA	NA	NA	"LLC"	3611	"S"	"BROADMONT"	"DR"	"102"	"TUCSON"	"AZ"	85713	5206244555	"N"	-11	-110.9189597	32.1813299
"2012-03-30"	"REEFER WORX"	"2012-03-23"	"PLL"	17	99	NA	454390	"SOL"	6134	"E"	"CALLE AURORA"	NA	NA	"TUCSON"	"AZ"	85711	NA	"N"	7	-110.861028	32.19787
"2012-03-30"	"DURAZO'S LANDSCAPING"	"2012-03-23"	"PLL"	15	99	NA	561730	"SOL"	302	"W"	"WEDWICK"	"ST"	NA	"TUCSON"	"AZ"	85706	NA	"N"	7	-110.973478	32.149636
"2012-03-30"	"COFFEE CUP THRIFT STORE"	"2012-04-20"	"PLL"	NA	NA	NA	NA	"SOL"	922	"W"	"PRINCE"	"RD"	NA	"TUCSON"	"AZ"	85705	NA	"N"	-21	-110.9877495	32.2721579
"2012-03-30"	"SHELLI INDUSTRIES LLC"	"2012-04-09"	"PLL"	NA	NA	NA	NA	"LLC"	4500	"E"	"SPEEDWAY"	"BLVD"	"54"	"TUCSON"	"AZ"	85712	5203252255	"N"	-10	-110.896922	32.2347534
"2012-03-30"	"HARDCORE CARE CLEANING SERVICES"	"2012-03-26"	"SVL"	NA	NA	NA	NA	"SOL"	2436	"N"	"GERONIMO"	"AV"	NA	"TUCSON"	"AZ"	85705	NA	"N"	4	-110.9654688	32.25114
"2012-03-30"	"SAUNDRA BRIANNE ADAMS"	"2012-03-26"	"SVL"	NA	NA	NA	NA	"SOL"	1321	"N"	"TUCSON"	"BL"	NA	"TUCSON"	"AZ"	85706	NA	"N"	4	-110.9354149	32.2392391
"2012-03-30"	"OCHOA'S PRODUCE"	"2012-03-26"	"PLL"	NA	NA	NA	NA	"SOL"	5735	"S"	"EMERSON"	"PL"	NA	"TUCSON"	"AZ"	85705	NA	"N"	4	-110.920401	32.147715
"2012-03-30"	"EARTHS BOUNTY"	"2012-01-01"	"PLL"	NA	NA	NA	NA	"PRT"	1521	"S"	"AVENIDA SIRIO"	NA	NA	"TUCSON"	"AZ"	85710	5203345409	"N"	89	-110.849771	32.203461
"2012-03-30"	"SUPERIOR MAID SERVICES"	"2012-03-27"	"SVL"	NA	NA	NA	NA	"SOL"	1548	"E"	"9TH"	"ST"	"2"	"TUCSON"	"AZ"	85719	5202400408	"N"	3	-110.948278	32.223541
"2012-04-04"	"BELLARETA UPLAND OUTFITTER'S LLC"	"2012-10-01"	"SVL"	NA	NA	NA	NA	"LLC"	10254	"E"	"CALLE ESTRELLA POLAR"	NA	NA	"TUCSON"	"AZ"	85747	NA	"N"	-180	-110.773644	32.0999696
"2012-04-04"	"RADIO HACIENDA.COM"	"2012-03-28"	"SVL"	99	98	NA	541810	"PRT"	1118	"W"	"EBNER"	"PL"	NA	"TUCSON"	"AZ"	85714	5208087034	"N"	7	-110.988777	32.176649
"2012-04-04"	"HACIENDA DE COMERCIANTES.COM"	"2012-03-28"	"SVL"	99	98	NA	541810	"PRT"	1118	"W"	"EBNER"	"PL"	NA	"TUCSON"	"AZ"	85714	5208087034	"N"	7	-110.988777	32.176649
"2012-04-04"	"SENTRY PLAZA LLC"	"2011-12-14"	"PLL"	13	99	NA	531120	"LLC"	3321	"N"	"FIRST"	"AVE"	NA	"TUCSON"	"AZ"	85719	NA	"N"	112	-110.9614283	32.2670886
"2012-04-04"	"BETTER QUALITY INSULATION"	"2012-02-29"	"PLL"	15	99	NA	238310	"SOL"	1740	"W"	"MAPLEWOOD"	"DR"	NA	"TUCSON"	"AZ"	85746	NA	"N"	35	-111.002734	32.145899
"2012-04-04"	"BELLRICH LLC"	"2012-02-01"	"PLL"	13	99	NA	531120	"LLC"	1700	"E"	"18TH"	"ST"	"101"	"TUCSON"	"AZ"	85719	NA	"N"	63	-110.946426	32.211853
"2012-04-04"	"PUMBA CATERING & DESSERTS LLC"	"2012-04-01"	"PLL"	NA	NA	NA	NA	"LLC"	229	"E"	"ROGER"	"RD"	NA	"TUCSON"	"AZ"	85705	NA	"N"	3	-110.96919	32.280453
"2012-04-04"	"AMERICAN FINANCIAL NETWORK INC"	"2012-03-28"	"SVL"	NA	NA	NA	NA	"CRP"	5055	"E"	"BROADWAY"	"BL"	"STE C214"	"TUCSON"	"AZ"	85711	NA	"N"	7	-110.8842186	32.2222837
"2012-04-04"	"DIEM CLEANING"	"2012-03-02"	"SVL"	99	98	NA	561720	"PRT"	2932	"S"	"HEARTHSTONE"	"DR"	NA	"TUCSON"	"AZ"	85730	5209049262	"N"	33	-110.796448	32.187402
"2012-04-04"	"TOP DOG TOWING/ROADSIDE ASSISTANCE LLC"	"2012-04-01"	"SVL"	NA	NA	NA	NA	"LLC"	5936	"E"	"SANDERLING"	"DR"	NA	"TUCSON"	"AZ"	85756	NA	"N"	3	-110.865681	32.128316
"2012-04-04"	"LUNA POOL & LANDSCAPING SERVICE LLC"	"2010-01-01"	"PLL"	15	17	NA	561790	"LLC"	0	NA	"PO BOX 14105"	NA	NA	"TUCSON"	"AZ"	85747	5204091729	"N"	824	-110.9678577	32.2220434
"2012-04-04"	"CHEAP FIX AUTO REPAIR"	"2012-04-01"	"SVL"	99	98	NA	811111	"SOL"	533	"W"	"ROGER"	"RD"	NA	"TUCSON"	"AZ"	857052616	NA	"N"	3	-110.980591	32.2787099
"2012-04-04"	"TS ENTERPRISES"	"2012-04-01"	"PLL"	17	99	NA	454390	"SOL"	1694	"W"	"WOOD BRIDGE"	"CT"	NA	"TUCSON"	"AZ"	857461301	5202480297	"N"	3	-111.001735	32.149564
"2012-04-04"	"THE SYNTHETIC GRASS STORE"	"2012-03-01"	"PLL"	17	99	NA	444190	"LLC"	3321	"N"	"FREEWAY"	"ROAD"	NA	"TUCSON"	"AZ"	85705	5206908873	"N"	34	-111.0091068	32.2676124
"2012-04-04"	"PROPROP LLC"	"2012-03-15"	"PLL"	13	NA	NA	531120	"LLC"	2884	"E"	"GANLEY"	"ROAD"	NA	"TUCSON"	"AZ"	85706	5202944401	"N"	20	-110.9289068	32.1387546
"2012-04-04"	"YAKOTECH COMPUTER SERVICES"	"2012-03-23"	"SVL"	99	98	17	999999	"UNK"	3425	"E"	"2ND"	"ST"	"111"	"TUCSON"	"AZ"	85716	5205517800	"N"	12	-110.919788	32.2344099
"2012-04-04"	"AUTOMOTIVE SERVICES AND REPAIR LLC"	"2012-04-01"	"PLL"	17	99	NA	811111	"LLC"	5465	"E"	"BROADWAY"	"BLVD"	NA	"TUCSON"	"AZ"	857113704	5205142540	"N"	3	-110.8757518	32.2219511
"2012-04-04"	"ZOUNDS HEARING CENTER"	"2012-04-02"	"PLL"	17	99	NA	454390	"CRP"	4444	"E"	"GRANT"	"RD"	"113"	"TUCSON"	"AZ"	857122691	5208297800	"N"	2	-110.8978292	32.2503398
"2012-04-04"	"GALANTE"	"2012-04-01"	"SVL"	NA	NA	NA	NA	"SOL"	6418	"S"	"12TH"	"AV"	NA	"TUCSON"	"AZ"	85706	NA	"N"	3	-110.9777908	32.1354942
"2012-04-04"	"PETERSON KUSTOM & COLLISION"	"2012-02-01"	"SVL"	99	98	NA	811111	"LLC"	4141	"E"	"TENNESSEE"	"ST"	NA	"TUCSON"	"AZ"	85714	NA	"N"	63	-110.9032976	32.1664336
"2012-04-04"	"MARTINEZ CHRISTINE TUCKER"	"2012-03-29"	"SVL"	99	98	NA	711510	"SOL"	2111	"E"	"JUANITA"	"ST"	NA	"TUCSON"	"AZ"	85719	NA	"N"	6	-110.941161	32.249529
"2012-04-04"	"DESERT ENHANCEMENT"	"2009-01-01"	"PLL"	15	99	NA	561730	"SOL"	8660	"S"	"DESERT DOVE"	"DR"	NA	"TUCSON"	"AZ"	857475147	NA	"N"	1189	-110.776367	32.09456
"2012-04-04"	"RAA SPECIALTY PRODUCTS"	"2012-03-30"	"PLL"	17	NA	NA	454390	"SOL"	5345	"S"	"CARRIAGE HILLS"	"DR"	NA	"TUCSON"	"AZ"	85746	NA	"N"	5	-111.0031798	32.1547356
"2012-04-04"	"15 W WASHINGTON LLC"	"2012-01-01"	"PLL"	13	99	NA	531120	"LLC"	15	"W"	"WASHINGTON"	"ST"	NA	"TUCSON"	"AZ"	85701	NA	"N"	94	-110.973524	32.224734
"2012-04-04"	"FRONTLINE ENTERPRISES LLC"	"2011-11-11"	"SVL"	99	98	NA	561110	"LLC"	5840	"E"	"SPEEDWAY"	"BLVD"	NA	"TUCSON"	"AZ"	85712	NA	"N"	145	-110.86768	32.2358485
"2012-04-04"	"RELIANT BUSINESS SERVICES LLC"	"2011-01-03"	"SVL"	99	98	NA	541211	"LLC"	8690	"E"	"PLACITA MORELIA"	NA	"1"	"TUCSON"	"AZ"	857106268	NA	"N"	457	-110.807271	32.206848
"2012-04-04"	"NATURAL CANDLES & MORE"	"2012-04-01"	"PLL"	17	99	NA	339999	"LLC"	1501	"N"	"ORACLE"	"RD"	"APT 1021"	"TUCSON"	"AZ"	857057250	NA	"N"	3	-110.9790901	32.2402463
"2012-04-04"	"ESSENZA SALON SPA"	"2012-04-03"	"PLL"	17	99	NA	812199	"LLC"	4811	"E"	"GRANT"	"RD"	"115"	"TUCSON"	"AZ"	85712	NA	"N"	1	-110.8901599	32.2517041
"2012-04-04"	"WORDEN ECOLOGICAL CONSULTING"	"2012-03-30"	"PLL"	99	NA	NA	541620	"SOL"	1825	"E"	"HAMPTON"	"ST"	NA	"TUCSON"	"AZ"	85719	5203015841	"N"	5	-110.944675	32.248152
"2012-04-04"	"WIN SHINE TECHNOLOGY LLC"	"2012-04-15"	"PLL"	NA	NA	NA	NA	"LLC"	6373	"E"	"TANQUE VERDE"	"RD"	"STE 140"	"TUCSON"	"AZ"	857153835	NA	"N"	-11	-110.8556689	32.244921
"2012-04-04"	"PAWSITIVELY POSH"	"2012-04-02"	"SVL"	NA	NA	NA	NA	"SOL"	8151	"E"	"ACADEMY"	"ST"	"A"	"TUCSON"	"AZ"	857081282	NA	"N"	2	-110.8649229	32.1797626
"2012-04-04"	"SUPERIOR POST TENSION LLC"	"2012-01-01"	"PLL"	15	99	NA	238190	"LLC"	1441	"W"	"MIRACLE MILE"	NA	NA	"TUCSON"	"AZ"	857059321	NA	"N"	94	-110.9967654	32.2609876
"2012-04-04"	"ARIZONA SECURITY DOOR & FENCE"	"2012-04-02"	"PLL"	15	99	NA	238990	"PRT"	1310	"E"	"18TH"	"ST"	NA	"TUCSON"	"AZ"	85719	NA	"N"	2	-110.952104	32.211835
"2012-04-04"	"UNDERGROUND CUSTOMS"	"2012-03-01"	"PLL"	17	99	NA	443112	"SOL"	4568	"S"	"6TH"	"AVE"	NA	"TUCSON"	"AZ"	857142849	NA	"N"	34	-110.9682058	32.1680293
"2012-04-04"	"PITA'S HANDBAGS & ACCESSORIES"	"2012-04-02"	"PLL"	17	NA	NA	454390	"PRT"	4144	"N"	"RENO"	"AVE"	NA	"TUCSON"	"AZ"	85705	NA	"N"	2	-110.9929411	32.281403
"2012-04-04"	"MACERICH CARLIER LLC"	"2012-04-02"	"PLL"	17	99	NA	561720	"LLC"	7014	"E"	"GOLF LINKS"	"RD"	"#115"	"TUCSON"	"AZ"	857301064	NA	"N"	2	-110.8436359	32.1908744
"2012-04-04"	"BF LOGISTICS, LLC"	"2012-04-01"	"SVL"	NA	NA	NA	NA	"LLC"	2010	"W"	"MCMILLAN"	"ST"	NA	"TUCSON"	"AZ"	85705	5208884441	"N"	3	-111.0095194	32.2792674
"2012-04-11"	"VON'S CLEANING SERVICES"	"2012-05-01"	"PLL"	NA	NA	NA	NA	"SOL"	2726	"N"	"LOS ALTOS"	"AVE"	NA	"TUCSON"	"AZ"	85705	NA	"N"	-20	-110.963076	32.25663
"2012-04-11"	"GILA MONESTER HANDYMAN SERVICES"	"2012-04-04"	"PLL"	15	NA	NA	561730	"PRT"	3455	"S"	"HOUGHTON"	"RD"	NA	"TUCSON"	"AZ"	85730	NA	"N"	7	-110.771894	32.181457
"2012-04-11"	"KREPPS SOLUTIONS"	"2012-04-04"	"PLL"	15	NA	NA	236118	"PRT"	3455	"S"	"HOUGHTON"	"RD"	NA	"TUCSON"	"AZ"	85730	NA	"N"	7	-110.771894	32.181457
"2012-04-11"	"GROOVY GARMENTS BOUTIQUE"	"2012-04-04"	"PLL"	17	NA	NA	454390	"PRT"	3455	"S"	"HOUGHTON"	"RD"	NA	"TUCSON"	"AZ"	85730	NA	"N"	7	-110.771894	32.181457
"2012-04-11"	"FROG MOUNTAIN KNIFE WORKS"	"2012-04-01"	"PLL"	17	99	NA	332211	"SOL"	1508	"N"	"VAN BUREN"	"AVE"	NA	"TUCSON"	"AZ"	85712	NA	"N"	10	-110.870682	32.240829
"2012-04-11"	"PURRFECT ADDITIONS, LLC"	"2012-04-01"	"PLL"	17	99	NA	454111	"LLC"	7710	"E"	"LINDEN"	"ST"	NA	"TUCSON"	"AZ"	85715	NA	"N"	10	-110.827677	32.245115
"2012-04-11"	"JL KREATIONS"	"2012-04-04"	"PLL"	17	NA	NA	454390	"SOL"	305	"E"	"BENSON"	"HWY"	NA	"TUCSON"	"AZ"	85713	NA	"N"	7	-110.9638996	32.1870918
"2012-04-11"	"SWEET TOOSHIES BAKERY LLC"	"2012-04-01"	"PLL"	11	99	17	311811	"LLC"	8963	"E"	"TANQUE VERDE"	"RD"	"201"	"TUCSON"	"AZ"	85749	NA	"N"	10	-110.8014307	32.2599193
"2012-04-11"	"MASTER SOLUTIONS LLC"	"2012-04-01"	"SVL"	99	37	NA	541219	"LLC"	9550	"E"	"SHILOH"	"ST"	NA	"TUCSON"	"AZ"	85748	NA	"N"	10	-110.78855	32.222917
"2012-04-11"	"MOBILITY MART LLC"	"2012-04-04"	"PLL"	17	99	NA	454390	"LLC"	3309	"N"	"KELVIN"	"BLVD"	NA	"TUCSON"	"AZ"	85716	NA	"N"	7	-110.920572	32.267022
"2012-04-11"	"URBIN HOME LLC"	"2012-04-04"	"PLL"	17	99	NA	454111	"LLC"	3419	"N"	"RIVER RAPIDS"	"DR"	NA	"TUCSON"	"AZ"	85712	NA	"N"	7	-110.904867	32.269074
"2012-04-11"	"PADGETT BUSINESS SERVICES"	"2012-04-23"	"PLL"	NA	NA	NA	NA	"CRP"	3227	"N"	"1ST"	"AVE"	NA	"TUCSON"	"AZ"	85719	NA	"N"	-12	-110.9610128	32.2654592
"2012-04-11"	"GUGLIELMO & ASSOCIATES PLLC"	"2012-01-01"	"SVL"	99	98	NA	541110	"LTD"	0	NA	"PO BOX 41688"	NA	NA	"TUCSON"	"AZ"	85719	NA	"N"	101	-110.958138	32.2313958
"2012-04-11"	"OLD PUEBLO VAPOR LOUNGE"	"2012-05-01"	"PLL"	NA	NA	NA	NA	"LLC"	9997	"E"	"PASEO SAN ARDO"	NA	NA	"TUCSON"	"AZ"	85747	NA	"N"	-20	-110.77901	32.0999679
"2012-04-11"	"RIC ERICKSON STUDIO INC"	"2012-01-01"	"PLL"	17	99	13	812112	"CRP"	2874	"N"	"LONGHORN"	"DR"	NA	"TUCSON"	"AZ"	85749	5203274433	"N"	101	-110.747585	32.258847
"2012-04-11"	"2-21 REFRIGERATION SERVICES LLC"	"2012-03-15"	"PLL"	15	99	NA	238220	"LLC"	1934	"E"	"HOLLADAY"	"ST"	NA	"TUCSON"	"AZ"	85706	NA	"N"	27	-110.941989	32.151265
"2012-04-11"	"S MALDONADO CONSTRUCTION LLC"	"2012-03-01"	"PLL"	15	99	NA	236118	"LLC"	244	"E"	"DISTRICT"	"ST"	NA	"TUCSON"	"AZ"	85714	NA	"N"	41	-110.964496	32.17383
"2012-04-11"	"TAX MAX LLC"	"2012-04-05"	"SVL"	99	98	NA	541213	"LLC"	4120	"S"	"6TH"	"AVE"	"112"	"TUCSON"	"AZ"	85714	NA	"N"	6	-110.9685501	32.1747695
"2012-04-11"	"GUS AND SONS LANDSCAPING"	"2012-04-05"	"SVL"	99	98	NA	561730	"SOL"	5725	"E"	"29TH"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	6	-110.869866	32.20009
"2012-04-11"	"JPS SEAFOOD LLC"	"2012-04-02"	"PLL"	17	99	NA	445220	"LLC"	5550	"S"	"12TH"	"AV"	"100"	"TUCSON"	"AZ"	85706	NA	"N"	9	-110.9781318	32.1508511
"2012-04-11"	"ABOVE ALL POOLS LLC"	"2012-04-16"	"SVL"	NA	NA	NA	NA	"LLC"	7562	"E"	"45TH"	"ST"	NA	"TUCSON"	"AZ"	85730	NA	"N"	-5	-110.83048	32.181985
"2012-04-11"	"UNIQUELY YOURS"	"2012-04-05"	"PLL"	17	99	NA	423940	"SOL"	530	"S"	"PLACITA QUINCE"	NA	NA	"TUCSON"	"AZ"	85748	NA	"N"	6	-110.767135	32.21429
"2012-04-11"	"PRO-CUTS #12216"	"2012-03-28"	"PLL"	17	99	NA	812112	"LLC"	2010	"W"	"ANKLAM"	"RD"	"100"	"TUCSON"	"AZ"	85745	NA	"N"	14	-111.010675	32.225725
"2012-04-11"	"SKYLARK"	"2012-04-05"	"PLL"	17	99	NA	454390	"PRT"	2332	"S"	"TUCSON"	"STRA"	NA	"TUCSON"	"AZ"	85713	NA	"N"	6	-110.93641	32.194951
"2012-04-11"	"AMERICAN CUSTOM TSHIRT COMPANY"	"2012-04-05"	"PLL"	17	99	NA	454390	"SOL"	8331	"E"	"SHILOH"	"ST"	NA	"TUCSON"	"AZ"	85710	NA	"N"	6	-110.8144	32.2240279
"2012-04-11"	"TUCSON CLEANING SERVICES"	"2012-04-06"	"SVL"	99	98	NA	561720	"SOL"	8495	"S"	"EYGPTIAN"	"DR"	NA	"TUCSON"	"AZ"	85747	NA	"N"	5	-110.764466	32.097418
"2012-04-11"	"RUNNING ERRANDS BY ANGELS"	"2012-04-10"	"SVL"	NA	NA	NA	NA	"SOL"	912	"W"	"PRINCE"	"RD"	NA	"TUCSON"	"AZ"	85705	NA	"N"	1	-110.9874548	32.2724287
"2012-04-11"	"C & A SERVICES"	"2012-04-06"	"SVL"	NA	NA	NA	NA	"SOL"	6142	"S"	"EUCLID"	"AV"	NA	"TUCSON"	"AZ"	85706	NA	"N"	5	-110.959036	32.140025
"2012-04-11"	"HOUSE OF TREASURES"	"2012-04-06"	"PLL"	NA	NA	NA	NA	"SOL"	5667	"E"	"22ND"	"ST"	NA	"TUCSON"	"AZ"	85711	NA	"N"	5	-110.8714782	32.2073232
"2012-04-11"	"HAIR BY ANGIE"	"2012-04-01"	"PLL"	NA	NA	NA	NA	"SOL"	8852	"E"	"TANQUE VERDE"	"RD"	NA	"TUCSON"	"AZ"	85749	NA	"N"	10	-110.803228	32.258007
"2012-04-11"	"LIBERTALIA PIRATE DECOR"	"2012-04-01"	"PLL"	NA	NA	NA	NA	"LLC"	5201	"E"	"2ND"	"ST"	"G-7"	"TUCSON"	"AZ"	85711	5204061398	"N"	10	-110.8810157	32.2347951
"2012-04-11"	"OLIVIA SILVER TAXCO LLC"	"2012-04-05"	"PLL"	17	99	NA	339911	"LLC"	5101	"S"	"1TH"	"AVE"	"STE D"	"TUCSON"	"AZ"	85706	NA	"N"	6	-110.9604259	32.1582081
"2012-04-11"	"STILL HIGH DREAMS LLC"	"2012-03-01"	"PLL"	17	99	NA	453991	"LLC"	4010	"S"	"12TH"	"AV"	NA	"TUCSON"	"AZ"	85714	NA	"N"	41	-110.9779514	32.1755979
"2012-04-11"	"RE/MAX TRENDS"	"2012-04-01"	"SVL"	NA	NA	NA	NA	"LLC"	131	"E"	"BROADWAY"	"BL"	NA	"TUCSON"	"AZ"	85701	NA	"N"	10	-110.9677209	32.2213873
"2012-04-11"	"ARIZONA AQUACULTURE SOLUTIONS"	"2012-04-14"	"PLL"	NA	NA	NA	NA	"LLC"	505	"W"	"MIRACLE MILE"	NA	"12"	"TUCSON"	"AZ"	85705	5202504789	"N"	-3	-110.9807171	32.2607993
"2012-04-18"	"LA PEN BOOKKEEPING"	"2012-04-11"	"SVL"	17	99	98	448140	"SOL"	902	"W"	"MIRACLE MILE"	NA	NA	"TUCSON"	"AZ"	85705	NA	"N"	7	-110.9868119	32.2614497
